&;VILJAVUUSTUTKIMUS
&;                   Helsingin Yliopisto
&;                   Latokartanonkaari 5
&;                   00014 HELSINGIN YLIOPISTO
&;
&; Tila
&;
&; N„ytteenottaja     Omistaja
&; Asiakasnumero      28541
&; Tutkimusnumero     118577
&;
&;
&;
&;
&;
&;                          Ahma ymp„rist” Oy
&;          Sammonkatu 8
&;          Oulu
&;          puh 044-5885 260   fax
&;----------------------------------------------------------------
%;Nro;Tunnus;x;y;PIMAAL;MULTAV;Jl;ammN;VL/ammN;nitN;VL/nitN;liuN;VL/liuN;
%;N„ytteen numero;L„hett„j„n tunnus;X-koord.;Y-koord.;Maalaji;Multavuus;Johtoluku;ammN;VL/ammN;nitN;VL/nitN;liuN;VL/liuN;
%;;;;;;;;mg/l;;mg/l;;mg/l;;
%;
#;001;1ak S2 pintamaa;;;;;0,0;1,00;0;7,00;0;7,00;0;
#;002;1sk S1 pintamaa;;;;;0,0;0,92;0;8,10;0;8,10;0;
#;003;1ak M pintamaa;;;;;0,0;1,90;0;10,00;0;11,90;0;
#;004;1 ak S3 pintamaa;;;;;0,0;0,72;0;7,20;0;7,20;0;
#;005;1 ak S4 pintamaa;;;;;0,0;3,00;0;2,90;0;5,90;0;
#;006;1 ak 0 pintamaa;;;;;0,0;1,40;0;8,60;0;8,60;0;
#;007;1 r S4 pintamaa;;;;;0,0;3,40;0;8,80;0;12,20;0;
#;008;1 r S1 pintamaa;;;;;0,0;1,10;0;7,30;0;7,30;0;
#;009;1 r S2 pintamaa;;;;;0,0;2,90;0;9,00;0;11,90;0;
#;010;1 r S3 pintamaa;;;;;0,0;2,00;0;7,00;0;9,00;0;
#;011;1 r M pintamaa;;;;;0,0;2,70;0;9,30;0;12,00;0;
#;012;1 r 0 pintamaa;;;;;0,0;1,40;0;9,70;0;9,70;0;
#;013;1 p M pintamaa;;;;;0,0;1,70;0;11,00;0;12,70;0;
#;014;1 p S1 pintamaa;;;;;0,0;1,60;0;12,00;0;13,60;0;
#;015;1 p S4 pintamaa;;;;;0,0;6,60;0;9,00;0;15,60;0;
#;016;1 p S3 pintamaa;;;;;0,0;2,10;0;8,90;0;11,00;0;
#;017;1 p 0 pintamaa;;;;;0,0;1,90;0;11,00;0;12,90;0;
#;018;1 p S2 pintamaa;;;;;0,0;8,10;0;9,40;0;17,50;0;
#;019;1 kk S4 pintamaa;;;;;0,0;1,50;0;10,00;0;11,50;0;
#;020;1 kk S2 pintamaa;;;;;0,0;3,60;0;5,70;0;9,30;0;
#;021;1 kk S1 pintamaa;;;;;0,0;1,40;0;6,60;0;6,60;0;
#;022;1 kk S3 pintamaa;;;;;0,0;1,40;0;6,80;0;6,80;0;
#;023;1 kk 0 pintamaa;;;;;0,0;1,80;0;12,00;0;13,80;0;
#;024;1 kk M pintamaa;;;;;0,0;1,40;0;12,00;0;12,00;0;
#;025;2 p M pintamaa;;;;;0,0;1,70;0;9,80;0;11,50;0;
#;026;2 p S1 pintamaa;;;;;0,0;1,30;0;12,00;0;12,00;0;
#;027;2 p S3 pintamaa;;;;;0,0;3,70;0;10,00;0;13,70;0;
#;028;2 p 0 pintamaa;;;;;0,0;18,00;0;13,00;0;31,00;0;
#;029;2 p S2 pintamaa;;;;;0,0;0,89;0;5,50;0;5,50;0;
#;030;2 p S4 pintamaa;;;;;0,0;1,30;0;9,50;0;9,50;0;
#;031;2 ak S1 pintamaa;;;;;0,0;3,10;0;9,70;0;12,80;0;
#;032;2 ak M pintamaa;;;;;0,0;0,94;0;9,90;0;9,90;0;
#;033;2 ak 0 pintamaa;;;;;0,0;9,50;0;13,00;0;22,50;0;
#;034;2 ak S4 pintamaa;;;;;0,0;1,30;0;6,50;0;6,50;0;
#;035;2 ak S2 pintamaa;;;;;0,0;1,60;0;5,50;0;7,10;0;
#;036;2 ak S3 pintamaa;;;;;0,0;2,00;0;5,10;0;7,10;0;
#;037;2 kk S4 pintamaa;;;;;0,0;1,40;0;9,90;0;9,90;0;
#;038;2 kk S1 pintamaa;;;;;0,0;1,90;0;12,00;0;13,90;0;
#;039;2 kk M pintamaa;;;;;0,0;1,20;0;11,00;0;11,00;0;
#;040;2 kk S2 pintamaa;;;;;0,0;1,30;0;8,50;0;8,50;0;
#;041;2 kk S3 pintamaa;;;;;0,0;1,30;0;11,00;0;11,00;0;
#;042;2 kk 0 pintamaa;;;;;0,0;1,20;0;12,00;0;12,00;0;
#;043;2 r M pintamaa;;;;;0,0;2,00;0;8,00;0;10,00;0;
#;044;2 r S4 pintamaa;;;;;0,0;3,20;0;10,00;0;13,20;0;
#;045;2 r 0 pintamaa;;;;;0,0;1,40;0;7,10;0;7,10;0;
