&;VILJAVUUSTUTKIMUS
&;                   Helsingin Yliopisto
&;                   Latokartanonkaari 5
&;                   00014 HELSINGIN YLIOPISTO
&;
&; Tila
&;
&; N„ytteenottaja     Kivel„ Jukka/ 2015_322a
&; Asiakasnumero      28541
&; Tutkimusnumero     119608
&;
&;
&;
&;
&;
&;                          Ahma ymp„rist” Oy
&;          Sammonkatu 8
&;          Oulu
&;          puh 044-5885 260   fax
&;----------------------------------------------------------------
%;Nro;Tunnus;x;y;PIMAAL;MULTAV;Jl;ammN;VL/ammN;nitN;VL/nitN;liuN;VL/liuN;
%;N„ytteen numero;L„hett„j„n tunnus;X-koord.;Y-koord.;Maalaji;Multavuus;Johtoluku;ammN;VL/ammN;nitN;VL/nitN;liuN;VL/liuN;
%;;;;;;;;mg/l;;mg/l;;mg/l;;
%;
#;001;1akS2 pintamaa;;;;;0,0;1,70;0;14,00;0;15,70;0;
#;002;1askS1 pintamaa;;;;;0,0;2,20;0;10,00;0;12,20;0;
#;003;1akM pintamaa;;;;;0,0;1,10;0;9,10;0;9,10;0;
#;004;1akS3 pintamaa;;;;;0,0;1,50;0;9,20;0;10,70;0;
#;005;1akS4 pintamaa;;;;;0,0;1,40;0;11,00;0;11,00;0;
#;006;1a 0 pintamaa;;;;;0,0;1,20;0;7,70;0;7,70;0;
#;007;1rS4 pintamaa;;;;;0,0;2,40;0;9,80;0;12,20;0;
#;008;1rS1 pintamaa;;;;;0,0;3,10;0;9,30;0;12,40;0;
#;009;1rS2 pintamaa;;;;;0,0;2,30;0;8,50;0;10,80;0;
#;010;1rS3 pintamaa;;;;;0,0;1,50;0;8,40;0;9,90;0;
#;011;1rM pintamaa;;;;;0,0;1,20;0;11,00;0;11,00;0;
#;012;1rO pintamaa;;;;;0,0;1,10;0;6,90;0;6,90;0;
#;013;1pM pintamaa;;;;;0,0;0,88;0;9,10;0;9,10;0;
#;014;1pS1 pintamaa;;;;;0,0;2,90;0;13,00;0;15,90;0;
#;015;1pS4 pintamaa;;;;;0,0;1,00;0;13,00;0;13,00;0;
#;016;1pS3 pintamaa;;;;;0,0;7,40;0;11,00;0;18,40;0;
#;017;1pO pintamaa;;;;;0,0;0,98;0;9,00;0;9,00;0;
#;018;1pS2 pintamaa;;;;;0,0;2,90;0;9,90;0;12,80;0;
#;019;1kkS4 pintamaa;;;;;0,0;1,30;0;11,00;0;11,00;0;
#;020;1kkS2 pintamaa;;;;;0,0;0,95;0;12,00;0;12,00;0;
#;021;1kkS1 pintamaa;;;;;0,0;1,20;0;10,00;0;10,00;0;
#;022;1kkS3 pintamaa;;;;;0,0;0,87;0;8,90;0;8,90;0;
#;023;1kk0 pintamaa;;;;;0,0;1,40;0;6,80;0;6,80;0;
#;024;1kkM pintamaa;;;;;0,0;0,96;0;9,40;0;9,40;0;
#;025;2pM pintamaa;;;;;0,0;0,79;0;8,90;0;8,90;0;
#;026;2pS1 pintamaa;;;;;0,0;3,30;0;11,00;0;14,30;0;
#;027;2pS3 pintamaa;;;;;0,0;7,60;0;13,00;0;20,60;0;
#;028;2p0 pintamaa;;;;;0,0;1,20;0;12,00;0;12,00;0;
#;029;2pS2 pintamaa;;;;;0,0;1,60;0;11,00;0;12,60;0;
#;030;2pS4 pintamaa;;;;;0,0;7,50;0;13,00;0;20,50;0;
#;031;2akS1 pintamaa;;;;;0,0;1,10;0;13,00;0;13,00;0;
#;032;2akM pintamaa;;;;;0,0;3,10;0;11,00;0;14,10;0;
#;033;2akO pintamaa;;;;;0,0;2,50;0;13,00;0;15,50;0;
#;034;2akS4 pintamaa;;;;;0,0;1,70;0;12,00;0;13,70;0;
#;035;2akS2 pintamaa;;;;;0,0;2,30;0;15,00;0;17,30;0;
#;036;2akS3 pintamaa;;;;;0,0;16,00;0;12,00;0;28,00;0;
#;037;2kkS4 pintamaa;;;;;0,0;1,50;0;14,00;0;15,50;0;
#;038;2kkS1 pintamaa;;;;;0,0;0,98;0;13,00;0;13,00;0;
#;039;2kkM pintamaa;;;;;0,0;1,40;0;11,00;0;11,00;0;
#;040;2kkS2 pintamaa;;;;;0,0;1,80;0;14,00;0;15,80;0;
#;041;2kkS3 pintamaa;;;;;0,0;2,70;0;14,00;0;16,70;0;
#;042;2kk0 pintamaa;;;;;0,0;1,40;0;11,00;0;11,00;0;
#;043;2rM pintamaa;;;;;0,0;1,20;0;9,00;0;9,00;0;
#;044;2rS4 pintamaa;;;;;0,0;1,10;0;9,20;0;9,20;0;
#;045;2r0 pintamaa;;;;;0,0;1,20;0;8,40;0;8,40;0;
#;046;2rS2 pintamaa;;;;;0,0;1,30;0;9,60;0;9,60;0;
