&;VILJAVUUSTUTKIMUS
&;                   Helsingin Yliopisto
&;                   Latokartanonkaari 5
&;                   00014 HELSINGIN YLIOPISTO
&;
&; Tila
&;
&; N„ytteenottaja     Omistaja
&; Asiakasnumero      28541
&; Tutkimusnumero     115134
&;
&;
&;
&;
&;
&;                          Ahma ymp„rist” Oy
&;          Sammonkatu 8
&;          Oulu
&;          puh 044-5885 260   fax
&;----------------------------------------------------------------
%;Nro;Tunnus;x;y;PIMAAL;MULTAV;Jl;ammN;VL/ammN;nitN;VL/nitN;liuN;VL/liuN;
%;N„ytteen numero;L„hett„j„n tunnus;X-koord.;Y-koord.;Maalaji;Multavuus;Johtoluku;ammN;VL/ammN;nitN;VL/nitN;liuN;VL/liuN;
%;;;;;;;;mg/l;;mg/l;;mg/l;;
%;
#;1;1 ak S2;;;;;0,0;0,06;0;6,00;0;6,00;0;
#;002;1 sk S1;;;;;0,0;0,09;0;5,50;0;5,50;0;
#;003;1 akM;;;;;0,0;0,14;0;5,70;0;5,70;0;
#;004;1 ak S3;;;;;0,0;0,26;0;6,00;0;6,00;0;
#;005;1 ak S4;;;;;0,0;1,80;0;7,00;0;8,80;0;
#;006;1 ak 0;;;;;0,0;0,14;0;6,80;0;6,80;0;
#;007;1 r S4;;;;;0,0;2,50;0;5,40;0;7,90;0;
#;008;1 r S1;;;;;0,0;0,36;0;5,80;0;5,80;0;
#;009;1 r S2;;;;;0,0;0,04;0;5,80;0;5,80;0;
#;010;1 r S3;;;;;0,0;2,00;0;9,90;0;11,90;0;
#;011;1 r M;;;;;0,0;0,26;0;13,00;0;13,00;0;
#;012;1 r o;;;;;0,0;4,50;0;14,00;0;18,50;0;
#;013;1 p M;;;;;0,0;0,15;0;11,00;0;11,00;0;
#;014;1 p S1;;;;;0,0;0,38;0;9,10;0;9,10;0;
#;015;1 p S4;;;;;0,0;3,30;0;6,60;0;9,90;0;
#;016;1 p S3;;;;;0,0;0,27;0;6,80;0;6,80;0;
#;017;1 p 0;;;;;0,0;1,20;0;16,00;0;16,00;0;
#;018;1 p S2;;;;;0,0;4,70;0;6,50;0;11,20;0;
#;019;1 kk S4;;;;;0,0;1,50;0;7,60;0;9,10;0;
#;020;1 kk S2;;;;;0,0;0,15;0;6,80;0;6,80;0;
#;021;1 kk S1;;;;;0,0;0,11;0;9,30;0;9,30;0;
#;022;1 kk S3;;;;;0,0;3,10;0;5,90;0;9,00;0;
#;023;1 kk 0;;;;;0,0;0,32;0;10,00;0;10,00;0;
#;024;1 kk M;;;;;0,0;2,40;0;16,00;0;18,40;0;
#;025;2 p M;;;;;0,0;0,86;0;14,00;0;14,00;0;
#;026;2 p S1;;;;;0,0;8,00;0;5,30;0;13,30;0;
#;027;2p S3;;;;;0,0;9,50;0;8,50;0;18,00;0;
#;028;2 p 0;;;;;0,0;2,50;0;11,00;0;13,50;0;
#;029;2 p S2;;;;;0,0;0,08;0;6,70;0;6,70;0;
#;030;2 p S4;;;;;0,0;0,75;0;7,50;0;7,50;0;
#;031;2 ak S1;;;;;0,0;0,41;0;4,10;0;4,10;0;
#;032;2 ak M;;;;;0,0;4,00;0;8,20;0;12,20;0;
#;033;2 ak 0;;;;;0,0;7,30;0;6,80;0;14,10;0;
#;034;2 ak S4;;;;;0,0;0,38;0;5,90;0;5,90;0;
#;035;2 ak S2;;;;;0,0;0,58;0;3,90;0;3,90;0;
#;036;2 ak S3;;;;;0,0;0,52;0;4,60;0;4,60;0;
#;037;2 kk S4;;;;;0,0;0,52;0;3,00;0;3,00;0;
#;038;2 kk S1;;;;;0,0;0,32;0;5,40;0;5,40;0;
#;039;2 kk M;;;;;0,0;3,50;0;11,00;0;14,50;0;
#;040;2 kk S2;;;;;0,0;0,52;0;3,70;0;3,70;0;
#;041;2 kk S3;;;;;0,0;0,56;0;4,60;0;4,60;0;
#;042;2 kk 0;;;;;0,0;1,70;0;12,00;0;13,70;0;
#;043;2 r M;;;;;0,0;0,33;0;29,00;0;29,00;0;
#;044;2 r S4;;;;;0,0;0,51;0;7,30;0;7,30;0;
#;045;2 r 0;;;;;0,0;0,44;0;10,00;0;10,00;0;
#;046;2 r S2;;;;;0,0;0,76;0;6,00;0;6,00;0;
#;047;2 r S3;;;;;0,0;29,00;0;13,00;0;42,00;0;
#;048;2 r S1;;;;;0,0;0,44;0;7,40;0;7,40;0;
#;049;3 ak S4;;;;;0,0;0,26;0;3,80;0;3,80;0;
#;050;3 ak S3;;;;;0,0;2,70;0;4,00;0;6,70;0;
#;051;3 ak 0;;;;;0,0;0,39;0;7,60;0;7,60;0;
#;052;3 ak S1;;;;;0,0;3,40;0;4,30;0;7,70;0;
