&;VILJAVUUSTUTKIMUS
&;                   Helsingin Yliopisto
&;                   Latokartanonkaari 5
&;                   00014 HELSINGIN YLIOPISTO
&;
&; Tila
&;
&; N„ytteenottaja     Omistaja
&; Asiakasnumero      28541
&; Tutkimusnumero     115962
&;
&;
&;
&;
&;
&;                          Ahma ymp„rist” Oy
&;          Sammonkatu 8
&;          Oulu
&;          puh 044-5885 260   fax
&;----------------------------------------------------------------
%;Nro;Tunnus;x;y;PIMAAL;MULTAV;Jl;ammN;VL/ammN;nitN;VL/nitN;liuN;VL/liuN;
%;N„ytteen numero;L„hett„j„n tunnus;X-koord.;Y-koord.;Maalaji;Multavuus;Johtoluku;ammN;VL/ammN;nitN;VL/nitN;liuN;VL/liuN;
%;;;;;;;;mg/l;;mg/l;;mg/l;;
%;
#;001;I ak S2;;;;;0,0;0,61;0;4,50;0;4,50;0;
#;002;I sk S1;;;;;0,0;0,00;0;3,60;0;3,60;0;
#;003;I ak M;;;;;0,0;0,00;0;4,00;0;4,00;0;
#;004;I ak S3;;;;;0,0;0,00;0;2,60;0;2,60;0;
#;005;I ak S4;;;;;0,0;0,00;0;5,20;0;5,20;0;
#;006;I ak 0;;;;;0,0;0,00;0;4,30;0;4,30;0;
#;007;I r S4;;;;;0,0;0,00;0;4,50;0;4,50;0;
#;008;I r S1;;;;;0,0;0,00;0;4,20;0;4,20;0;
#;009;I r S2;;;;;0,0;0,00;0;3,50;0;3,50;0;
#;010;I r S3;;;;;0,0;0,00;0;4,20;0;4,20;0;
#;011;I r M;;;;;0,0;0,00;0;15,00;0;15,00;0;
#;012;I r 0;;;;;0,0;0,00;0;8,30;0;8,30;0;
#;013;I p M;;;;;0,0;4,80;0;9,80;0;14,60;0;
#;014;I p S1;;;;;0,0;0,00;0;6,40;0;6,40;0;
#;015;I p S4;;;;;0,0;0,35;0;4,70;0;4,70;0;
#;016;I p S3;;;;;0,0;0,00;0;5,70;0;5,70;0;
#;017;I p 0;;;;;0,0;0,00;0;9,80;0;9,80;0;
#;018;I p S2;;;;;0,0;0,00;0;3,90;0;3,90;0;
#;019;I kk S4;;;;;0,0;0,15;0;5,10;0;5,10;0;
#;020;I kk S2;;;;;0,0;0,00;0;5,20;0;5,20;0;
#;021;I kk S1;;;;;0,0;2,30;0;5,40;0;7,70;0;
#;022;I kk S3;;;;;0,0;0,00;0;3,90;0;3,90;0;
#;023;I kk 0;;;;;0,0;0,00;0;9,00;0;9,00;0;
#;024;I kk M;;;;;0,0;0,00;0;9,90;0;9,90;0;
#;025;II p M;;;;;0,0;0,12;0;12,00;0;12,00;0;
#;026;II p S1;;;;;0,0;0,53;0;5,40;0;5,40;0;
#;027;II p S3;;;;;0,0;0,00;0;3,60;0;3,60;0;
#;028;II p 0;;;;;0,0;0,40;0;6,90;0;6,90;0;
#;029;II p S2;;;;;0,0;0,89;0;3,70;0;3,70;0;
#;030;II p S4;;;;;0,0;0,40;0;4,00;0;4,00;0;
#;031;II ak S1;;;;;0,0;0,00;0;3,10;0;3,10;0;
#;032;II ak M;;;;;0,0;2,80;0;5,80;0;8,60;0;
#;033;II ak 0;;;;;0,0;0,77;0;4,80;0;4,80;0;
#;034;II ak S4;;;;;0,0;0,05;0;3,50;0;3,50;0;
#;035;II ak S2;;;;;0,0;0,75;0;4,00;0;4,00;0;
#;036;II ak S3;;;;;0,0;1,40;0;3,40;0;3,40;0;
#;037;II kk S4;;;;;0,0;0,18;0;4,30;0;4,30;0;
#;038;II kk S1;;;;;0,0;1,80;0;5,10;0;6,90;0;
#;039;II kk M;;;;;0,0;1,40;0;7,70;0;7,70;0;
#;040;II kk S2;;;;;0,0;0,00;0;5,30;0;5,30;0;
#;041;II kk S3;;;;;0,0;0,31;0;5,20;0;5,20;0;
#;042;II kk 0;;;;;0,0;0,00;0;10,00;0;10,00;0;
#;043;II r M;;;;;0,0;0,10;0;11,00;0;11,00;0;
#;044;II r S4;;;;;0,0;0,11;0;4,20;0;4,20;0;
#;045;II r 0;;;;;0,0;0,00;0;6,60;0;6,60;0;
#;046;II r S2;;;;;0,0;2,40;0;6,00;0;8,40;0;
#;047;II r S3;;;;;0,0;1,10;0;3,70;0;3,70;0;
#;048;II r S1;;;;;0,0;0,33;0;5,50;0;5,50;0;
#;049;III ak S4;;;;;0,0;0,82;0;4,00;0;4,00;0;
#;050;III ak S3;;;;;0,0;0,81;0;5,00;0;5,00;0;
#;051;III ak 0;;;;;0,0;0,55;0;5,80;0;5,80;0;
#;052;III ak S1;;;;;0,0;0,99;0;3,70;0;3,70;0;
#;053;III ak S2;;;;;0,0;0,70;0;3,30;0;3,30;0;
